ID,Title,Date,Patient Name,Patient Number,Date of Admission,Date of Discharge,Bed Status
233,Bed 204,,,,,,
234,Bed 205,,,,,,
235,Bed 206,,,,,,
236,Bed 207,,,,,,
237,Bed 208,,,,,,
238,Bed 209,,,,,,
239,Bed 210,,,,,,
240,Bed 211,,,,,,
241,Bed 212,,,,,,
242,Bed 213,,,,,,
243,Bed 214,,,,,,
244,Bed 215,,,,,,
245,Bed 216,,,,,,
246,Bed 217,,,,,,
247,Bed 218,,,,,,
248,Bed 219,,,,,,
249,Bed 220,,,,,,
250,Bed 221,,,,,,
251,Bed 222,,,,,,
252,Bed 223,,,,,,
253,Bed 224,,,,,,
254,Bed 225,,,,,,
255,Bed 226,,,,,,
256,Bed 227,,,,,,
257,Bed 228,,,,,,
258,Bed 229,,,,,,
259,Bed 230,,,,,,
260,Bed 231,,,,,,
261,Bed 232,,,,,,
262,Bed 233,,,,,,
263,Bed 234,,,,,,
264,Bed 235,,,,,,
265,Bed 236,,,,,,
266,Bed 237,,,,,,
267,Bed 238,,,,,,
268,Bed 239,,,,,,
269,Bed 240,,,,,,
270,Bed 241,,,,,,
271,Bed 242,,,,,,
272,Bed 243,,,,,,
273,Bed 244,,,,,,
274,Bed 245,,,,,,
275,Bed 246,,,,,,
276,Bed 247,,,,,,
277,Bed 248,,,,,,
278,Bed 249,,,,,,
279,Bed 250,,,,,,
280,Bed 251,,,,,,
281,Bed 252,,,,,,
282,Bed 253,,,,,,
283,Bed 254,,,,,,
284,Bed 255,,,,,,
285,Bed 256,,,,,,
286,Bed 257,,,,,,
287,Bed 258,,,,,,
288,Bed 259,,,,,,
289,Bed 260,,,,,,
290,Bed 261,,,,,,
291,Bed 262,,,,,,
292,Bed 263,,,,,,
293,Bed 264,,,,,,
294,Bed 265,,,,,,
295,Bed 266,,,,,,
296,Bed 267,,,,,,
297,Bed 268,,,,,,
298,Bed 269,,,,,,
299,Bed 270,,,,,,
300,Bed 271,,,,,,
301,Bed 272,,,,,,
302,Bed 273,,,,,,
303,Bed 274,,,,,,
304,Bed 275,,,,,,
305,Bed 276,,,,,,
306,Bed 277,,,,,,
307,Bed 278,,,,,,
308,Bed 279,,,,,,
309,Bed 280,,,,,,
310,Bed 281,,,,,,
311,Bed 282,,,,,,
312,Bed 283,,,,,,
313,Bed 284,,,,,,
314,Bed 285,,,,,,
315,Bed 286,,,,,,
316,Bed 287,,,,,,
317,Bed 288,,,,,,
318,Bed 289,,,,,,
319,Bed 290,,,,,,
320,Bed 291,,,,,,
321,Bed 292,,,,,,
322,Bed 293,,,,,,
323,Bed 294,,,,,,
324,Bed 295,,,,,,
325,Bed 296,,,,,,
326,Bed 297,,,,,,
327,Bed 298,,,,,,
328,Bed 299,,,,,,
329,Bed 300,,,,,,
330,Bed 301,,,,,,
331,Bed 302,,,,,,
332,Bed 303,,,,,,
333,Bed 304,,,,,,
334,Bed 305,,,,,,
335,Bed 306,,,,,,
336,Bed 307,,,,,,
337,Bed 308,,,,,,
338,Bed 309,,,,,,
339,Bed 310,,,,,,
340,Bed 311,,,,,,
341,Bed 312,,,,,,
342,Bed 313,,,,,,
343,Bed 314,,,,,,
344,Bed 315,,,,,,
345,Bed 316,,,,,,
346,Bed 317,,,,,,
347,Bed 318,,,,,,
348,Bed 319,,,,,,
349,Bed 320,,,,,,
350,Bed 321,,,,,,
351,Bed 322,,,,,,
352,Bed 323,,,,,,
353,Bed 324,,,,,,
354,Bed 325,,,,,,
355,Bed 326,,,,,,
356,Bed 327,,,,,,
357,Bed 328,,,,,,
358,Bed 329,,,,,,
359,Bed 330,,,,,,
360,Bed 331,,,,,,
361,Bed 332,,,,,,
362,Bed 333,,,,,,
363,Bed 334,,,,,,
364,Bed 335,,,,,,
365,Bed 336,,,,,,
366,Bed 337,,,,,,
367,Bed 338,,,,,,
368,Bed 339,,,,,,
369,Bed 340,,,,,,
370,Bed 341,,,,,,
371,Bed 342,,,,,,
372,Bed 343,,,,,,
373,Bed 344,,,,,,
374,Bed 345,,,,,,
375,Bed 346,,,,,,
376,Bed 347,,,,,,
377,Bed 348,,,,,,
378,Bed 349,,,,,,
379,Bed 350,,,,,,
380,Bed 351,,,,,,
381,Bed 352,,,,,,
382,Bed 353,,,,,,
383,Bed 354,,,,,,
384,Bed 355,,,,,,
385,Bed 356,,,,,,
386,Bed 357,,,,,,
387,Bed 358,,,,,,
388,Bed 359,,,,,,
389,Bed 360,,,,,,
390,Bed 361,,,,,,
391,Bed 362,,,,,,
392,Bed 363,,,,,,
393,Bed 364,,,,,,
394,Bed 365,,,,,,
395,Bed 366,,,,,,
396,Bed 367,,,,,,
397,Bed 368,,,,,,
398,Bed 369,,,,,,
399,Bed 370,,,,,,
400,Bed 371,,,,,,
401,Bed 372,,,,,,
402,Bed 373,,,,,,
403,Bed 374,,,,,,
404,Bed 375,,,,,,
405,Bed 376,,,,,,
406,Bed 377,,,,,,
407,Bed 378,,,,,,
408,Bed 379,,,,,,
409,Bed 380,,,,,,
410,Bed 381,,,,,,
411,Bed 382,,,,,,
412,Bed 383,,,,,,
413,Bed 384,,,,,,
414,Bed 385,,,,,,
415,Bed 386,,,,,,
416,Bed 387,,,,,,
417,Bed 388,,,,,,
418,Bed 389,,,,,,
419,Bed 390,,,,,,
420,Bed 391,,,,,,
421,Bed 392,,,,,,
422,Bed 393,,,,,,
423,Bed 394,,,,,,
424,Bed 395,,,,,,
425,Bed 396,,,,,,
426,Bed 397,,,,,,
427,Bed 398,,,,,,
428,Bed 399,,,,,,
429,Bed 400,,,,,,
430,Bed 401,,,,,,
431,Bed 402,,,,,,
432,Bed 403,,,,,,
433,Bed 404,,,,,,
434,Bed 405,,,,,,
435,Bed 406,,,,,,
436,Bed 407,,,,,,
437,Bed 408,,,,,,
438,Bed 409,,,,,,
439,Bed 410,,,,,,
440,Bed 411,,,,,,
441,Bed 412,,,,,,
442,Bed 413,,,,,,
443,Bed 414,,,,,,
444,Bed 415,,,,,,
445,Bed 416,,,,,,
446,Bed 417,,,,,,
447,Bed 418,,,,,,
448,Bed 419,,,,,,
449,Bed 420,,,,,,
450,Bed 421,,,,,,
451,Bed 422,,,,,,
452,Bed 423,,,,,,
453,Bed 424,,,,,,
454,Bed 425,,,,,,
455,Bed 426,,,,,,
456,Bed 427,,,,,,
457,Bed 428,,,,,,
458,Bed 429,,,,,,
459,Bed 430,,,,,,
460,Bed 431,,,,,,
461,Bed 432,,,,,,
462,Bed 433,,,,,,
463,Bed 434,,,,,,
464,Bed 435,,,,,,
465,Bed 436,,,,,,
466,Bed 437,,,,,,
467,Bed 438,,,,,,
468,Bed 439,,,,,,
469,Bed 440,,,,,,
470,Bed 441,,,,,,
471,Bed 442,,,,,,
472,Bed 443,,,,,,
473,Bed 444,,,,,,
474,Bed 445,,,,,,
475,Bed 446,,,,,,
476,Bed 447,,,,,,
477,Bed 448,,,,,,
478,Bed 449,,,,,,
479,Bed 450,,,,,,
480,Bed 451,,,,,,
481,Bed 452,,,,,,
482,Bed 453,,,,,,
483,Bed 454,,,,,,
484,Bed 455,,,,,,
485,Bed 456,,,,,,
486,Bed 457,,,,,,
487,Bed 458,,,,,,
488,Bed 459,,,,,,
489,Bed 460,,,,,,
490,Bed 461,,,,,,
491,Bed 462,,,,,,
492,Bed 463,,,,,,
493,Bed 464,,,,,,
494,Bed 465,,,,,,
495,Bed 466,,,,,,
496,Bed 467,,,,,,
497,Bed 468,,,,,,
498,Bed 469,,,,,,
499,Bed 470,,,,,,
500,Bed 471,,,,,,
501,Bed 472,,,,,,
502,Bed 473,,,,,,
503,Bed 474,,,,,,
504,Bed 475,,,,,,
505,Bed 476,,,,,,
506,Bed 477,,,,,,
507,Bed 478,,,,,,
508,Bed 479,,,,,,
509,Bed 480,,,,,,
510,Bed 481,,,,,,
511,Bed 482,,,,,,
512,Bed 483,,,,,,
513,Bed 484,,,,,,
514,Bed 485,,,,,,
515,Bed 486,,,,,,
516,Bed 487,,,,,,
517,Bed 488,,,,,,
518,Bed 489,,,,,,
519,Bed 490,,,,,,
520,Bed 491,,,,,,
521,Bed 492,,,,,,
522,Bed 493,,,,,,
523,Bed 494,,,,,,
524,Bed 495,,,,,,
525,Bed 496,,,,,,
526,Bed 497,,,,,,
527,Bed 498,,,,,,
528,Bed 499,,,,,,
529,Bed 500,,,,,,
530,Bed 501,,,,,,
531,Bed 502,,,,,,
532,Bed 503,,,,,,
533,Bed 504,,,,,,
534,Bed 505,,,,,,
535,Bed 506,,,,,,
536,Bed 507,,,,,,
537,Bed 508,,,,,,
538,Bed 509,,,,,,
539,Bed 510,,,,,,
540,Bed 511,,,,,,
541,Bed 512,,,,,,
542,Bed 513,,,,,,
543,Bed 514,,,,,,
544,Bed 515,,,,,,
545,Bed 516,,,,,,
546,Bed 517,,,,,,
547,Bed 518,,,,,,
548,Bed 519,,,,,,
549,Bed 520,,,,,,
550,Bed 521,,,,,,
551,Bed 522,,,,,,
552,Bed 523,,,,,,
553,Bed 524,,,,,,
554,Bed 525,,,,,,
555,Bed 526,,,,,,
556,Bed 527,,,,,,
557,Bed 528,,,,,,
558,Bed 529,,,,,,
559,Bed 530,,,,,,
560,Bed 531,,,,,,
561,Bed 532,,,,,,
562,Bed 533,,,,,,
563,Bed 534,,,,,,
564,Bed 535,,,,,,
565,Bed 536,,,,,,
566,Bed 537,,,,,,
567,Bed 538,,,,,,
568,Bed 539,,,,,,
569,Bed 540,,,,,,
570,Bed 541,,,,,,
571,Bed 542,,,,,,
572,Bed 543,,,,,,
573,Bed 544,,,,,,
574,Bed 545,,,,,,
575,Bed 546,,,,,,
576,Bed 547,,,,,,
577,Bed 548,,,,,,
578,Bed 549,,,,,,
579,Bed 550,,,,,,
580,Bed 551,,,,,,
581,Bed 552,,,,,,
582,Bed 553,,,,,,
583,Bed 554,,,,,,
584,Bed 555,,,,,,
585,Bed 556,,,,,,
586,Bed 557,,,,,,
587,Bed 558,,,,,,
588,Bed 559,,,,,,
589,Bed 560,,,,,,
590,Bed 561,,,,,,
591,Bed 562,,,,,,
592,Bed 563,,,,,,
593,Bed 564,,,,,,
594,Bed 565,,,,,,
595,Bed 566,,,,,,
596,Bed 567,,,,,,
597,Bed 568,,,,,,
598,Bed 569,,,,,,
599,Bed 570,,,,,,
600,Bed 571,,,,,,
601,Bed 572,,,,,,
602,Bed 573,,,,,,
603,Bed 574,,,,,,
604,Bed 575,,,,,,
605,Bed 576,,,,,,
606,Bed 577,,,,,,
607,Bed 578,,,,,,
608,Bed 579,,,,,,
609,Bed 580,,,,,,
610,Bed 581,,,,,,
611,Bed 582,,,,,,
612,Bed 583,,,,,,
613,Bed 584,,,,,,
614,Bed 585,,,,,,
615,Bed 586,,,,,,
616,Bed 587,,,,,,
617,Bed 588,,,,,,
618,Bed 589,,,,,,
619,Bed 590,,,,,,
620,Bed 591,,,,,,
621,Bed 592,,,,,,
622,Bed 593,,,,,,
623,Bed 594,,,,,,
624,Bed 595,,,,,,
625,Bed 596,,,,,,
626,Bed 597,,,,,,
627,Bed 598,,,,,,
628,Bed 599,,,,,,
629,Bed 600,,,,,,
630,Bed 601,,,,,,
631,Bed 602,,,,,,
632,Bed 603,,,,,,
633,Bed 604,,,,,,
634,Bed 605,,,,,,
635,Bed 606,,,,,,
636,Bed 607,,,,,,
637,Bed 608,,,,,,
638,Bed 609,,,,,,
639,Bed 610,,,,,,
640,Bed 611,,,,,,
641,Bed 612,,,,,,
642,Bed 613,,,,,,
643,Bed 614,,,,,,
644,Bed 615,,,,,,
645,Bed 616,,,,,,
646,Bed 617,,,,,,
647,Bed 618,,,,,,
648,Bed 619,,,,,,
649,Bed 620,,,,,,
650,Bed 621,,,,,,
651,Bed 622,,,,,,
652,Bed 623,,,,,,
653,Bed 624,,,,,,
654,Bed 625,,,,,,
655,Bed 626,,,,,,
656,Bed 627,,,,,,
657,Bed 628,,,,,,
658,Bed 629,,,,,,
659,Bed 630,,,,,,
660,Bed 631,,,,,,
661,Bed 632,,,,,,
662,Bed 633,,,,,,
663,Bed 634,,,,,,
664,Bed 635,,,,,,
665,Bed 636,,,,,,
666,Bed 637,,,,,,
667,Bed 638,,,,,,
668,Bed 639,,,,,,
669,Bed 640,,,,,,
670,Bed 641,,,,,,
671,Bed 642,,,,,,
672,Bed 643,,,,,,
673,Bed 644,,,,,,
674,Bed 645,,,,,,
675,Bed 646,,,,,,
676,Bed 647,,,,,,
677,Bed 648,,,,,,
678,Bed 649,,,,,,
679,Bed 650,,,,,,
680,Bed 651,,,,,,
681,Bed 652,,,,,,
682,Bed 653,,,,,,
683,Bed 654,,,,,,
684,Bed 655,,,,,,
685,Bed 656,,,,,,
686,Bed 657,,,,,,
687,Bed 658,,,,,,
688,Bed 659,,,,,,
689,Bed 660,,,,,,
690,Bed 661,,,,,,
691,Bed 662,,,,,,
692,Bed 663,,,,,,
693,Bed 664,,,,,,
694,Bed 665,,,,,,
695,Bed 666,,,,,,
696,Bed 667,,,,,,
697,Bed 668,,,,,,
698,Bed 669,,,,,,
699,Bed 670,,,,,,
700,Bed 671,,,,,,
701,Bed 672,,,,,,
702,Bed 673,,,,,,
703,Bed 674,,,,,,
704,Bed 675,,,,,,
705,Bed 676,,,,,,
706,Bed 677,,,,,,
707,Bed 678,,,,,,
708,Bed 679,,,,,,
709,Bed 680,,,,,,
710,Bed 681,,,,,,
711,Bed 682,,,,,,
712,Bed 683,,,,,,
713,Bed 684,,,,,,
714,Bed 685,,,,,,
715,Bed 686,,,,,,
716,Bed 687,,,,,,
717,Bed 688,,,,,,
718,Bed 689,,,,,,
719,Bed 690,,,,,,
720,Bed 691,,,,,,
721,Bed 692,,,,,,
722,Bed 693,,,,,,
723,Bed 694,,,,,,
724,Bed 695,,,,,,
725,Bed 696,,,,,,
726,Bed 697,,,,,,
727,Bed 698,,,,,,
728,Bed 699,,,,,,
729,Bed 700,,,,,,
730,Bed 701,,,,,,
731,Bed 702,,,,,,
732,Bed 703,,,,,,
733,Bed 704,,,,,,
734,Bed 705,,,,,,
735,Bed 706,,,,,,
736,Bed 707,,,,,,
737,Bed 708,,,,,,
738,Bed 709,,,,,,
739,Bed 710,,,,,,
740,Bed 711,,,,,,
741,Bed 712,,,,,,
742,Bed 713,,,,,,
743,Bed 714,,,,,,
744,Bed 715,,,,,,
745,Bed 716,,,,,,
746,Bed 717,,,,,,
747,Bed 718,,,,,,
748,Bed 719,,,,,,
749,Bed 720,,,,,,
750,Bed 721,,,,,,
751,Bed 722,,,,,,
752,Bed 723,,,,,,
753,Bed 724,,,,,,
754,Bed 725,,,,,,
755,Bed 726,,,,,,
756,Bed 727,,,,,,
757,Bed 728,,,,,,
758,Bed 729,,,,,,
759,Bed 730,,,,,,
760,Bed 731,,,,,,
761,Bed 732,,,,,,
762,Bed 733,,,,,,
763,Bed 734,,,,,,
764,Bed 735,,,,,,
765,Bed 736,,,,,,
766,Bed 737,,,,,,
767,Bed 738,,,,,,
768,Bed 739,,,,,,
769,Bed 740,,,,,,
770,Bed 741,,,,,,
771,Bed 742,,,,,,
772,Bed 743,,,,,,
773,Bed 744,,,,,,
774,Bed 745,,,,,,
775,Bed 746,,,,,,
776,Bed 747,,,,,,
777,Bed 748,,,,,,
778,Bed 749,,,,,,
779,Bed 750,,,,,,
780,Bed 751,,,,,,
781,Bed 752,,,,,,
782,Bed 753,,,,,,
783,Bed 754,,,,,,
784,Bed 755,,,,,,
785,Bed 756,,,,,,
786,Bed 757,,,,,,
787,Bed 758,,,,,,
788,Bed 759,,,,,,
789,Bed 760,,,,,,
790,Bed 761,,,,,,
791,Bed 762,,,,,,
792,Bed 763,,,,,,
793,Bed 764,,,,,,
794,Bed 765,,,,,,
795,Bed 766,,,,,,
796,Bed 767,,,,,,
797,Bed 768,,,,,,
798,Bed 769,,,,,,
799,Bed 770,,,,,,
800,Bed 771,,,,,,
801,Bed 772,,,,,,
802,Bed 773,,,,,,
803,Bed 774,,,,,,
804,Bed 775,,,,,,
805,Bed 776,,,,,,
806,Bed 777,,,,,,
807,Bed 778,,,,,,
808,Bed 779,,,,,,
809,Bed 780,,,,,,
810,Bed 781,,,,,,
811,Bed 782,,,,,,
812,Bed 783,,,,,,
813,Bed 784,,,,,,
814,Bed 785,,,,,,
815,Bed 786,,,,,,
816,Bed 787,,,,,,
817,Bed 788,,,,,,
818,Bed 789,,,,,,
819,Bed 790,,,,,,
820,Bed 791,,,,,,
821,Bed 792,,,,,,
822,Bed 793,,,,,,
823,Bed 794,,,,,,
824,Bed 795,,,,,,
825,Bed 796,,,,,,
826,Bed 797,,,,,,
827,Bed 798,,,,,,
828,Bed 799,,,,,,
829,Bed 800,,,,,,
830,Bed 801,,,,,,
831,Bed 802,,,,,,
832,Bed 803,,,,,,
833,Bed 804,,,,,,
834,Bed 805,,,,,,
835,Bed 806,,,,,,
836,Bed 807,,,,,,
837,Bed 808,,,,,,
838,Bed 809,,,,,,
839,Bed 810,,,,,,
840,Bed 811,,,,,,
841,Bed 812,,,,,,
842,Bed 813,,,,,,
843,Bed 814,,,,,,
844,Bed 815,,,,,,
845,Bed 816,,,,,,
846,Bed 817,,,,,,
847,Bed 818,,,,,,
848,Bed 819,,,,,,
849,Bed 820,,,,,,
850,Bed 821,,,,,,
851,Bed 822,,,,,,
852,Bed 823,,,,,,
853,Bed 824,,,,,,
854,Bed 825,,,,,,
855,Bed 826,,,,,,
856,Bed 827,,,,,,
857,Bed 828,,,,,,
858,Bed 829,,,,,,
859,Bed 830,,,,,,
